OG0001643.24	OG0001566.2	OG0001698.26	OG0000027.457
-3.330537769639225	-2.0445383960764985	-2.947305888696155	-2.107803289534515
-1.5576668766702486	-3.2229696147991937	-2.242635327614509	-1.8293057663129169	-2.0691491433591787
OG0000428.54	OG0000662.1	OG0001325.24	OG0000018.289	OG0009137.2
-2.208894429587471	-2.3025820060825506	-2.557242242365229	-1.58337640836713	-3.145605322246899
OG0001208.24	OG0001045.24	OG0000863.32	OG0000056.0	OG0009229.0
-2.2460532279122347	-2.7918573526622783	-2.0991235338421013	-1.357714316940423	-1.8099541131055612
OG0002146.0	OG0001386.24	OG0001427.24	OG0013942.2	OG0000056.0
-2.544140190613815	-2.0415656049135844	-2.3043624518729917	-3.982562633919418	-1.357714316940423
OG0001460.24	OG0001122.1	OG0001331.24	OG0000038.0	OG0008689.8
-2.899695094204315	-2.4281775931667964	-2.3057883922321096	-1.8817731862070524	-1.9595984847157935
OG0001049.26	OG0001124.24	OG0000001.1420	OG0011710.0	OG0001628.0
-1.925768605814208	-2.4301200938519236	-1.3147325934831586	-2.7169079418249527	-1.576475611755665
OG0000620.56	OG0017947.0	OG0000994.2	OG0001956.0	OG0000056.0
-2.1610079067062595	-1.5559690888416073	-2.3255393484397415	-4.6518129136030675	-1.357714316940423
OG0000054.0	OG0001445.24	OG0002166.0	OG0001183.1
-1.5576668766702486	-1.9086048139883	-1.5676819330504765	-1.810460055611497
OG0010159.0	OG0001246.24	OG0001138.24	OG0000018.289	OG0001180.24
-2.465938397578882	-2.4679324477109694	-2.234465253637023	-1.58337640836713	-2.1373304107316016
OG0000010.475	OG0000516.6	OG0001355.24	OG0001336.24	OG0012908.0
-1.5407782431771522	-2.3834540967489315	-2.1456053222468996	-2.490456162039664	-2.687799537362322
OG0000002.1788	OG0001128.24	OG0015285.2	OG0002070.0	OG0001321.26
-1.3932735249871873	-2.5203555254237644	-2.9083340124781873	-2.321206927643708	-1.9189331195081119
OG0020626.0	OG0001081.24	OG0002319.0	OG0001182.24	OG0000006.561
-3.265344566520995	-2.3827015171591537	-1.8079321155203498	-2.7264244343846205	-1.4663369871769107
OG0015995.2	OG0000026.45	OG0001011.1	OG0001718.1	OG0000510.30
-1.5454029434654504	-1.1872142911325638	-1.8515213840680327	-2.014499569695115	-2.1240627035336246
OG0001417.24	OG0000038.0	OG0006999.0	OG0001379.1	OG0002312.0
-2.498586333124219	-1.8817731862070524	-2.289121949804121	-2.213236378814949	-2.392894616241506
OG0001853.0	OG0000933.24	OG0008077.22	OG0000056.0	OG0002038.0
-2.3748230433194877	-3.826642265516398	-2.6647454347589394	-1.357714316940423	-2.0597956553479615
OG0001869.2	OG0001865.0	OG0000032.252	OG0000580.32
-1.6335239064899043	-2.5734668618833267	-1.542458237592193	-2.0679388286565756
OG0001261.1	OG0002091.0	OG0000026.45	OG0001125.24
-1.9816506901211082	-1.9765317194960947	-1.1872142911325638	-2.5445609854369495
OG0002067.0	OG0000011.1	OG0001441.1	OG0016000.4	OG0000995.5
-2.042456799242895	-1.347949534477697	-2.1449671027979202	-3.2905328986118283	-2.3982084161379738
OG0000002.1788	OG0002163.0	OG0000562.130	OG0001311.5	OG0000993.25
-1.3932735249871873	-2.5885737542735354	-1.8262329322632935	-1.9635318329307085	-2.368104140946196
OG0000054.0	OG0012214.4	OG0001274.24	OG0002085.0	OG0001917.0
-1.5576668766702486	-3.0733932587486836	-2.8943219221054632	-2.3072157433659903	-1.6380071140780375
OG0000101.90	OG0015224.0	OG0001457.24	OG0000056.0	OG0000928.30
-2.719756304133983	-1.9528804514314493	-2.618827395283202	-1.357714316940423	-2.845287186217842
OG0002035.0	OG0001312.1	OG0017887.0	OG0000427.25	OG0000006.561
-2.15200309344505	-3.5536802399845175	-3.446148031818874	-2.4779442508390357	-1.4663369871769107
OG0000010.475	OG0002063.0	OG0002031.0	OG0014001.2	OG0000152.31
-1.5407782431771522	-2.359934417467107	-2.1729939903610234	-3.7038774248340185	-2.3090019204430923
OG0001352.26	OG0001203.24	OG0001324.24	OG0000001.1420
-2.208894429587471	-2.458386043707783	-2.141780233728934	-1.3147325934831586
OG0001513.24	OG0001186.24	OG0000082.1	OG0001959.2	OG0020435.0
-1.941198646383814	-2.2848973639423953	-2.3800705758839222	-2.100360306348953	-1.0914176345211863
OG0016199.2	OG0000938.24	OG0001272.24	OG0002034.0	OG0000082.1
-2.22364329916394	-2.0634091701760617	-2.4771407448083025	-2.5640514351394663	-2.3800705758839222
OG0000054.0	OG0001927.0	OG0001349.1	OG0001383.24	OG0014653.1
-1.5576668766702486	-1.8836352433082157	-2.131629303260768	-1.6764569908501112	-2.374074951500346
OG0000054.0	OG0002072.0	OG0013576.5	OG0002000.0	OG0001016.1
-1.5576668766702486	-1.997693532616831	-1.787368410279046	-2.065521241093117	-3.217591435072627
OG0000236.122	OG0002118.0	OG0002332.0	OG0009165.0	OG0000012.918
-1.712173132714919	-1.618384375153546	-3.2108967824986188	-1.2303975017667461	-1.4031602455622152
OG0015220.0	OG0001001.1	OG0000002.1788	OG0001132.24	OG0001210.24
-2.356236145662658	-2.259806382979565	-1.3932735249871873	-2.707925050022458	-2.1733193246821423
OG0001409.1	OG0000026.45	OG0001178.24	OG0006761.1	OG0002009.0
-2.952322024855525	-1.1872142911325638	-2.107181572204967	-1.779917739350753	-3.0362299689292374
OG0002042.0	OG0002041.0	OG0000619.52	OG0000032.252
-2.0825300533208067	-1.8873665830147548	-2.0957278661891388	-1.542458237592193
OG0001376.24	OG0001427.24	OG0000946.1	OG0000012.918	OG0017855.2
-2.4803574574918454	-2.3043624518729917	-2.1240627035336246	-1.4031602455622152	-4.157656697206622
OG0000010.475	OG0002041.0	OG0001629.5	OG0001427.24
-1.5407782431771522	-1.8873665830147548	-1.6519942592184016	-2.3043624518729917
OG0002066.0	OG0001440.24	OG0001151.26	OG0000082.1	OG0018478.0
-1.879648059634778	-2.097887820669432	-2.15072126746922	-2.3800705758839222	-2.541198058410986
OG0000011.1	OG0002074.0	OG0001239.26	OG0001210.24
-1.347949534477697	-2.539519529959989	-2.5855396941839017	-2.1733193246821423
OG0001406.24	OG0000026.45	OG0001397.24	OG0001392.24
-2.465938397578882	-1.1872142911325638	-2.2688167584278	-2.364013496254377
OG0001367.24	OG0001194.24	OG0002174.0	OG0014816.4	OG0000056.0
-2.0561911686737453	-2.2518823067144322	-2.4811627575634883	-1.3408061050930518	-1.357714316940423
OG0014676.4	OG0002106.0	OG0002087.0	OG0000032.252	OG0001943.0
-2.3075728019102923	-2.753409497094819	-2.324816374212189	-1.542458237592193	-2.4035418604410146
OG0001173.24	OG0000082.1	OG0001945.2	OG0002094.0
-2.2877123795494496	-2.3800705758839222	-1.7908586021614084	-2.1053180261449205
OG0000130.3	OG0001218.24	OG0000983.28	OG0001154.24	OG0000006.561
-1.431286850923919	-2.2297206567902736	-2.3617871145765936	-2.4540316308947077	-1.4663369871769107
OG0000482.64	OG0000714.29	OG0001224.24	OG0000006.561	OG0014742.1
-2.0673340518542216	-1.528240258346616	-2.689194568936827	-1.4663369871769107	-3.3479862587593083
OG0002164.0	OG0001863.0	OG0000038.0	OG0020744.0	OG0002203.0
-2.2310746644362487	-1.912401382076379	-1.8817731862070524	-2.452451460921961	-1.7393720918733013
OG0001439.24	OG0001376.24	OG0000038.0	OG0000794.20
-2.4219791086976907	-2.4803574574918454	-1.8817731862070524	-1.5898760215870733
OG0001421.30	OG0002091.0	OG0000082.1	OG0001016.1
-2.317606488937269	-1.9765317194960947	-2.3800705758839222	-3.217591435072627
OG0001258.24	OG0000082.1	OG0001105.24	OG0000930.24
-3.339053133989301	-2.3800705758839222	-1.7683218382014894	-2.1831136259850807
OG0002069.0	OG0002139.0	OG0000026.45	OG0002109.0
-1.4320652135221836	-2.8510008374122355	-1.1872142911325638	-2.355497627581064
OG0000007.976	OG0000994.2	OG0002119.0	OG0001951.0
-1.3154505308161575	-2.3255393484397415	-2.1765767093147423	-1.7204692742700103
OG0002135.0	OG0001269.1	OG0001124.24	OG0000082.1
-1.805660750515537	-2.9556758311877984	-2.4301200938519236	-2.3800705758839222
OG0001562.24	OG0013542.6	OG0001271.1	OG0000056.0	OG0001263.26
-2.6966576055126694	-2.1475216763576133	-2.521183470950585	-1.357714316940423	-2.077649896309218
OG0020586.0	OG0001247.24	OG0000001.1420	OG0001567.1	OG0002023.0
-2.1923153567568927	-2.5559690888416076	-1.3147325934831586	-3.364533480055605	-2.0570914464195833
OG0014637.1	OG0002031.0	OG0001292.1	OG0002118.0	OG0000006.561
-1.973129135275255	-2.1729939903610234	-2.5336600120205253	-1.618384375153546	-1.4663369871769107
OG0000497.40	OG0002162.0	OG0004775.6	OG0000082.1	OG0001877.0
-2.4394806784556318	-1.9587570177681186	-2.245368999755758	-2.3800705758839222	-1.562133099129849
OG0000867.24	OG0002174.0	OG0001246.24	OG0000012.918
-2.1115392304419593	-2.4811627575634883	-2.4679324477109694	-1.4031602455622152
OG0000026.45	OG0001215.24	OG0002169.0	OG0001419.3	OG0004541.9
-1.1872142911325638	-1.9105018491608974	-2.324093762105477	-2.062806288829683	-1.9506480408647084
OG0000011.1	OG0007266.2	OG0000983.28	OG0000993.25	OG0002167.0
-1.347949534477697	-1.9434164716336324	-2.3617871145765936	-2.368104140946196	-3.4720088762013837
OG0000010.475	OG0000931.1	OG0000738.19	OG0001636.12	OG0012908.0
-1.5407782431771522	-2.2169205701263888	-2.229382353343797	-2.4615611647492424	-2.687799537362322
OG0016983.0	OG0000908.24	OG0001820.0	OG0000006.561	OG0001392.24
-1.497363882797535	-2.2674268787048018	-1.7326439882161124	-1.4663369871769107	-2.364013496254377
OG0001495.2	OG0002048.0	OG0000771.24	OG0000018.289
-2.5916142085935863	-2.03268380973072	-2.1165355818976774	-1.58337640836713
OG0001082.24	OG0000032.252	OG0000645.36	OG0002023.0
-2.2009126939259964	-1.542458237592193	-2.055291452373373	-2.0570914464195833
OG0001037.26	OG0001128.24	OG0000018.289	OG0001883.0	OG0019374.0
-2.0493076402243706	-2.5203555254237644	-1.58337640836713	-1.5896588953859125	-2.0191703792493265
OG0000054.0	OG0000862.34	OG0002233.0	OG0002010.0
-1.5576668766702486	-2.289827251720338	-2.091725081520941	-1.6592668394122683
OG0001003.24	OG0002051.0	OG0001942.0	OG0013291.0	OG0000001.1420
-1.764395467236701	-2.0673340518542216	-2.2775339755289092	-2.9434164716336326	-1.3147325934831586
OG0000562.7	OG0001512.12	OG0000038.0	OG0006575.1	OG0002065.0
-2.975396632859343	-1.6483716708972176	-1.8817731862070524	-2.5203555254237644	-2.5563933485243853
OG0015363.2	OG0000919.32	OG0000512.25	OG0000738.19	OG0000006.561
-1.6047177958677665	-2.4864081935004267	-2.054392296818628	-2.229382353343797	-1.4663369871769107
OG0000935.24	OG0000000.3	OG0000038.0	OG0001331.24
-2.2677742231246545	-2.0391917746110204	-1.8817731862070524	-2.3057883922321096
OG0001278.2	OG0001732.10	OG0000001.1420	OG0014672.2	OG0000930.24
-5.350485705569972	-2.9612828924271466	-1.3147325934831586	-2.3459311372709193	-2.1831136259850807
OG0001996.0	OG0000002.1788	OG0010665.0	OG0000983.28	OG0001273.24
-1.8416629728328997	-1.3932735249871873	-2.1354275372428675	-2.3617871145765936	-2.6789955255288764
OG0000010.475	OG0001149.24	OG0001995.0	OG0000411.0
-1.5407782431771522	-2.7651308482946195	-2.1171613442327493	-2.7254699553283768
OG0000011.1	OG0002027.0	OG0001285.1	OG0001516.22	OG0006914.0
-1.347949534477697	-2.449690321244904	-3.022097333064992	-2.1475216763576133	-1.3346072289581088
OG0001586.3	OG0001235.24	OG0001182.24	OG0000056.0
-2.2209504471625414	-1.9736956756480915	-2.7264244343846205	-1.357714316940423
OG0000054.0	OG0000000.503	OG0000032.86	OG0001926.0	OG0000906.25
-1.5576668766702486	-2.006941609418847	-2.131629303260768	-2.219605903690676	-2.2632652555088026
OG0001505.24	OG0001472.0	OG0000006.561	OG0002057.0
-2.4803574574918454	-2.0430512347852514	-1.4663369871769107	-2.130997235324748
OG0000054.0	OG0001054.1	OG0000906.25	OG0001649.0
-1.5576668766702486	-1.820106829466452	-2.2632652555088026	-2.473530495359169
OG0001376.24	OG0001407.24	OG0020460.0	OG0000082.1	OG0001252.1
-2.4803574574918454	-2.691522623405039	-1.2419527181667664	-2.3800705758839222	-2.4595758953553424
OG0000002.1788	OG0000860.24	OG0001412.1	OG0001737.0
-1.3932735249871873	-2.5047141706290357	-2.7302486779516255	-3.130365444186607
OG0000002.1788	OG0000902.24	OG0009181.4	OG0001252.1	OG0002120.0
-1.3932735249871873	-2.950090477556942	-3.5132547399841605	-2.4595758953553424	-2.4227524644068494
OG0002004.0	OG0001360.24	OG0006670.0	OG0001868.2	OG0000001.1420
-2.0788683888148345	-2.8323851592448888	-1.273691909234515	-2.2639580262500325	-1.3147325934831586
OG0000026.45	OG0002051.0	OG0001457.24	OG0002292.0
-1.1872142911325638	-2.0673340518542216	-2.618827395283202	-2.089267338097087
OG0000919.32	OG0001124.24	OG0000018.289	OG0002009.0
-2.4864081935004267	-2.4301200938519236	-1.58337640836713	-3.0362299689292374
OG0001514.22	OG0005735.1	OG0001373.1	OG0000032.252	OG0001846.4
-2.3989691306511904	-1.1736447323841848	-2.432843996289213	-1.542458237592193	-1.7536527230990853
OG0000010.475	OG0002130.0	OG0002162.0	OG0001381.24	OG0010160.0
-1.5407782431771522	-2.16747450220749	-1.9587570177681186	-2.0691491433591787	-1.4219791086976907
OG0000011.1	OG0002072.0	OG0001480.22	OG0014751.4	OG0000780.24
-1.347949534477697	-1.997693532616831	-2.635763768826003	-2.922483530297905	-1.8841677013474352
OG0000765.3	OG0001220.24	OG0007922.2	OG0000018.289	OG0001734.7
-2.361416384768338	-1.5583040625654305	-1.6130787177821835	-1.58337640836713	-1.9495331296493383
OG0000011.1	OG0001491.1	OG0002222.0	OG0002003.1	OG0007320.10
-1.347949534477697	-2.1642375813053087	-2.5137490111158916	-2.4445764684381	-2.4492963037521123
OG0000097.1	OG0001444.1	OG0001161.24	OG0000018.289	OG0020848.0
-2.030619235058392	-2.356236145662658	-2.392137097168765	-1.58337640836713	-2.0180012584066676
OG0000663.26	OG0000002.1788	OG0000741.0	OG0001239.26	OG0017888.0
-2.289827251720338	-1.3932735249871873	-2.6506347224057865	-2.5855396941839017	-3.1507212674692195
OG0000007.976	OG0011248.0	OG0001461.24	OG0001916.0	OG0001943.0
-1.3154505308161575	-2.76219157045438	-2.452451460921961	-2.2990276927772837	-2.4035418604410146
OG0000007.976	OG0001397.24	OG0012725.2	OG0001189.24	OG0000004.33
-1.3154505308161575	-2.2688167584278	-2.012751907408848	-2.6416037380433464	-2.7700429914156377
OG0011327.4	OG0001798.0	OG0000925.1	OG0000012.918	OG0002073.0
-2.938984225318372	-3.387751312965546	-2.3313362222997793	-1.4031602455622152	-1.9509269033456944
OG0001491.1	OG0000026.45	OG0000885.24	OG0014660.0	OG0000913.30
-2.1642375813053087	-1.1872142911325638	-1.9953907467474106	-1.6353155180717716	-2.3093594213843067
OG0000501.29	OG0001380.24	OG0000038.0	OG0001553.14
-2.3393451479647718	-2.038598926835721	-1.8817731862070524	-2.475535074035002
OG0000007.976	OG0001453.1	OG0001170.24	OG0018069.2	OG0002105.0
-1.3154505308161575	-2.2549778509627356	-2.163591067720262	-1.6850135145314846	-2.521183470950585
OG0000002.1788	OG0010144.0	OG0002044.0	OG0000900.25	OG0001271.1
-1.3932735249871873	-2.1468826087764485	-2.7587699644845545	-2.3025820060825506	-2.521183470950585
OG0001150.24	OG0000000.3	OG0000002.1788	OG0000019.257	OG0007253.14
-2.6556259667142674	-2.0391917746110204	-1.3932735249871873	-1.7918573526622783	-2.0493076402243706
OG0001329.24	OG0001507.1	OG0016998.2	OG0000001.1420	OG0001284.24
-2.475535074035002	-2.536168320460351	-2.366615291442657	-1.3147325934831586	-3.208894429587471
OG0001352.26	OG0010904.1	OG0001331.24	OG0000082.1	OG0001289.1
-2.208894429587471	-0.8298185422347496	-2.3057883922321096	-2.3800705758839222	-4.065158952126021
OG0013491.2	OG0001376.24	OG0000242.29	OG0000018.289	OG0001446.24
-3.23242994404826	-2.4803574574918454	-1.9378782880922025	-1.58337640836713	-2.589007712779105
OG0000007.976	OG0000603.1	OG0002034.0	OG0000803.36
-1.3154505308161575	-2.192974874501356	-2.5640514351394663	-2.4500844463780447
OG0000165.172	OG0000011.1	OG0001349.1	OG0001502.26
-2.395928676331139	-1.347949534477697	-2.131629303260768	-3.410428246026254
OG0000054.0	OG0000847.24	OG0001312.1	OG0000427.25
-1.5576668766702486	-3.168771306825942	-3.5536802399845175	-2.4779442508390357
OG0000054.0	OG0001996.0	OG0000727.24	OG0000684.0
-1.5576668766702486	-1.8416629728328997	-1.977951834819827	-1.8510008374122355
OG0017010.0	OG0001111.22	OG0001224.24	OG0000006.561	OG0000609.44
-2.837532132384696	-1.9202976283026219	-2.689194568936827	-1.4663369871769107	-2.1209216288312693
OG0001012.4	OG0000026.45	OG0013543.0	OG0000985.26	OG0000728.24
-2.1228054528737617	-1.1872142911325638	-3.067334051854221	-1.917842440914574	-1.4406550334581139
OG0000007.976	OG0001550.0	OG0000941.24	OG0016020.3	OG0001450.26
-1.3154505308161575	-2.148161027150656	-1.9907961726701602	-2.567468121261884	-2.538680997509246
OG0002175.0	OG0014794.1	OG0001261.1	OG0000038.0	OG0001737.0
-2.3823253745313187	-2.7254699553283768	-1.9816506901211082	-1.8817731862070524	-3.130365444186607
OG0000010.475	OG0001040.1	OG0002078.0	OG0001886.0	OG0009278.2
-1.5407782431771522	-2.080392953091645	-2.8762013915373785	-2.806922178453633	-2.0273808609918476
OG0001417.24	OG0000026.45	OG0017957.0	OG0001404.24	OG0001257.24
-2.498586333124219	-1.1872142911325638	-3.084364376569687	-2.2997378552532965	-2.496142467422571
OG0001315.24	OG0000018.289	OG0001628.0	OG0001205.24
-2.6003366961119823	-1.58337640836713	-1.576475611755665	-3.175272872767897
OG0001085.24	OG0000002.1788	OG0013549.2	OG0000524.1	OG0000893.3
-2.4469344559543953	-1.3932735249871873	-2.5071726120774884	-1.7393720918733013	-1.6295008967976548
OG0002059.0	OG0001338.24	OG0002047.0	OG0000032.252
-1.736004117928761	-2.5203555254237644	-2.127210631993763	-1.542458237592193
OG0006905.0	OG0001586.3	OG0001209.1	OG0000006.561	OG0001100.24
-2.016833084220665	-2.2209504471625414	-2.140825544133565	-1.4663369871769107	-2.1012885820105054
OG0000007.976	OG0000867.24	OG0001431.24	OG0013483.4	OG0001224.24
-1.3154505308161575	-2.1115392304419593	-2.1648843847417822	-2.405069330187608	-2.689194568936827
OG0000002.1788	OG0001230.26	OG0000824.24	OG0000494.1
-1.3932735249871873	-2.014499569695115	-2.0490091001217245	-1.3386152238202416
OG0002100.0	OG0001151.26	OG0001941.0	OG0000032.252
-2.8395960741399864	-2.15072126746922	-1.8411459704833824	-1.542458237592193
OG0000054.0	OG0002040.0	OG0001820.0	OG0001723.0
-1.5576668766702486	-2.282789700980404	-1.7326439882161124	-2.3936525332754277
OG0001278.2	OG0000579.24	OG0000082.1	OG0000709.10
-5.350485705569972	-2.25635578329374	-2.3800705758839222	-1.387600316571993
OG0001996.0	OG0012096.4	OG0001288.1	OG0000038.0	OG0000917.1
-1.8416629728328997	-3.852667248271364	-2.518701058452435	-1.8817731862070524	-2.996541680227589
OG0007675.0	OG0001143.26	OG0001069.28	OG0000001.1420	OG0001257.24
-1.639354797539784	-1.9805115704086398	-2.4485085914525055	-1.3147325934831586	-2.496142467422571
OG0011328.4	OG0000002.1788	OG0002115.0	OG0000886.24	OG0000942.24
-2.8986188576449754	-1.3932735249871873	-2.439872023918736	-1.936497057693842	-1.9362209702294289
OG0000000.503	OG0000637.34	OG0000948.24	OG0000001.1420	OG0000004.33
-2.006941609418847	-2.173970213500261	-2.186721595456688	-1.3147325934831586	-2.7700429914156377
OG0002022.0	OG0002214.0	OG0001381.24	OG0000012.918
-2.4161921172203358	-1.4558113933530294	-2.0691491433591787	-1.4031602455622152
OG0000007.976	OG0001415.1	OG0001915.0	OG0000901.0
-1.3154505308161575	-1.8666995237702235	-1.9213901653036336	-2.023269779322847
OG0000011.1	OG0000643.24	OG0001754.102	OG0000635.48	OG0001629.5
-1.347949534477697	-2.522840788813359	-2.086201035049304	-2.827256483239813	-1.6519942592184016
OG0001994.0	OG0013452.0	OG0000588.0	OG0002032.0	OG0000012.918
-2.0203404482841756	-1.2649978065046903	-3.1328942704973453	-2.03268380973072	-1.4031602455622152
OG0001961.2	OG0001157.1	OG0000700.36	OG0000001.1420
-2.183768949657892	-2.2202780187929276	-2.1791879227712805	-1.3147325934831586
OG0001994.0	OG0000011.1	OG0000935.24	OG0000769.0	OG0011984.6
-2.0203404482841756	-1.347949534477697	-2.2677742231246545	-1.9629692690550329	-1.946193556304206
OG0000054.0	OG0002085.0	OG0001959.2	OG0001801.0
-1.5576668766702486	-2.3072157433659903	-2.100360306348953	-2.2145749964390666
OG0000054.0	OG0000591.2	OG0001442.1	OG0001100.24
-1.5576668766702486	-2.097270360766624	-2.4595758953553424	-2.1012885820105054
OG0000007.976	OG0016156.0	OG0001301.24	OG0000427.25	OG0002169.0
-1.3154505308161575	-2.300448367476911	-2.4635491698052916	-2.4779442508390357	-2.324093762105477
OG0001463.24	OG0000082.1	OG0001336.24	OG0000543.45
-2.4711286717618792	-2.3800705758839222	-2.490456162039664	-1.6670343374140395
OG0001001.1	OG0001697.2	OG0000010.475	OG0016941.0	OG0001253.24
-2.259806382979565	-1.6864058534276087	-1.5407782431771522	-1.7249929525001302	-2.6601784950766576
OG0002159.0	OG0000026.45	OG0002086.0	OG0001311.5	OG0010616.4
-1.7602353734890535	-1.1872142911325638	-2.7592582687846603	-1.9635318329307085	-1.8730271437422348
OG0000010.475	OG0002156.0	OG0001287.24	OG0001327.26
-1.5407782431771522	-2.2660383366910795	-2.2813863010245155	-2.357714316940423
OG0000038.0	OG0001156.1	OG0000675.1	OG0000377.2
-1.8817731862070524	-2.0516981876493645	-2.365127976835786	-2.226678777868338
OG0000982.24	OG0007924.0	OG0001495.2	OG0000001.1420	OG0002094.0
-2.411963028129394	-1.8730271437422348	-2.5916142085935863	-1.3147325934831586	-2.1053180261449205
OG0000007.976	OG0001546.1	OG0001157.1	OG0002141.0	OG0014751.4
-1.3154505308161575	-2.648371670897218	-2.2202780187929276	-2.379319758775699	-2.922483530297905
OG0001143.26	OG0000010.475	OG0000634.26	OG0018083.0	OG0001103.24
-1.9805115704086398	-1.5407782431771522	-1.9928044985957962	-1.7656213106623855	-2.544981903030275
OG0001234.24	OG0001391.24	OG0001636.12	OG0000006.561
-1.997693532616831	-3.123433941248279	-2.4615611647492424	-1.4663369871769107
OG0001149.24	OG0002074.0	OG0000704.0	OG0004775.6	OG0000001.1420
-2.7651308482946195	-2.539519529959989	-2.045133690098103	-2.245368999755758	-1.3147325934831586
OG0000054.0	OG0001239.26	OG0001429.24	OG0001232.24	OG0020459.0
-1.5576668766702486	-2.5855396941839017	-2.242635327614509	-2.260843174286054	-3.005782352594006
OG0001318.1	OG0001309.24	OG0000038.0	OG0001092.1
-2.7799177393507533	-2.074000581443777	-1.8817731862070524	-2.3459311372709193
OG0001179.24	OG0001441.1	OG0000513.32	OG0000012.918	OG0001617.1
-2.178534676194175	-2.1449671027979202	-1.3955490696874837	-1.4031602455622152	-2.49817873457909
OG0001519.24	OG0001772.0	OG0000438.1	OG0000001.1420
-1.9579160413287477	-2.317606488937269	-2.2105628639597157	-1.3147325934831586
OG0000371.2	OG0015331.0	OG0002210.0	OG0000001.1420	OG0000165.49
-2.0865073722499217	-2.402778731599688	-1.8099541131055612	-1.3147325934831586	-1.8809758968577257
OG0000818.1	OG0008328.4	OG0001181.24	OG0000082.1	OG0001425.1
-3.054092702789747	-2.1228054528737617	-1.9048182106573148	-2.3800705758839222	-2.3628998759436683
OG0001278.2	OG0000011.1	OG0001336.24	OG0001527.7
-5.350485705569972	-1.347949534477697	-2.490456162039664	-1.6723126358239528
OG0002113.0	OG0001081.24	OG0005382.20	OG0001355.24	OG0000006.561
-1.8277685311745187	-2.3827015171591537	-2.306145097646435	-2.1456053222468996	-1.4663369871769107
OG0001697.2	OG0001550.0	OG0002002.0	OG0000018.289	OG0008268.0
-1.6864058534276087	-2.148161027150656	-2.5631985264295	-1.58337640836713	-1.4691302020685912
OG0000007.976	OG0015995.2	OG0001166.24	OG0001233.24	OG0000559.30
-1.3154505308161575	-1.5454029434654504	-2.244685095954902	-2.5631985264295	-2.189022282875856
OG0001169.24	OG0001458.24	OG0001427.24	OG0000082.1	OG0005811.32
-2.279283757478869	-2.4695296746008095	-2.3043624518729917	-2.3800705758839222	-2.9635318329307085
OG0000007.976	OG0000615.1	OG0000771.24	OG0001333.24
-1.3154505308161575	-2.243318260190996	-2.1165355818976774	-2.7093396881886447
OG0013720.4	OG0000562.7	OG0000026.45	OG0001313.24	OG0001991.0
-2.9434164716336326	-2.975396632859343	-1.1872142911325638	-2.5734668618833267	-2.2660383366910795
OG0001429.24	OG0000513.32	OG0016123.1	OG0001036.24	OG0000082.1
-2.242635327614509	-1.3955490696874837	-1.8520421186128988	-2.3291596641184382	-2.3800705758839222
OG0001001.1	OG0008701.2	OG0000026.45	OG0001223.1	OG0001517.22
-2.259806382979565	-2.252225928257295	-1.1872142911325638	-1.815021540306669	-2.118413683756604
OG0001000.24	OG0001991.0	OG0013312.8	OG0000018.289	OG0001379.1
-1.673922915076869	-2.2660383366910795	-3.62148837674627	-1.58337640836713	-2.213236378814949
OG0002002.0	OG0001089.2	OG0008652.9	OG0001798.0	OG0000082.1
-2.5631985264295	-1.8195974931713508	-1.314373758749089	-3.387751312965546	-2.3800705758839222
OG0000007.976	OG0001269.1	OG0001124.24	OG0001267.24
-1.3154505308161575	-2.9556758311877984	-2.4301200938519236	-1.742265197871355
OG0002036.0	OG0000018.289	OG0000986.24	OG0001189.24
-1.781404798449143	-1.58337640836713	-2.2567004721117434	-2.6416037380433464
OG0000914.30	OG0001516.22	OG0000001.1420	OG0000853.1	OG0006915.0
-2.1710435235823367	-2.1475216763576133	-1.3147325934831586	-1.2761356763732723	-3.3118644115426648
OG0000038.0	OG0001236.24	OG0001426.2	OG0001100.24
-1.8817731862070524	-2.691522623405039	-2.203568368934305	-2.1012885820105054
OG0000011.1	OG0000000.3	OG0001038.1	OG0007573.6	OG0001945.2
-1.347949534477697	-2.0391917746110204	-1.8959317735362833	-1.7568183983555279	-1.7908586021614084
OG0002034.0	OG0020460.0	OG0001584.0	OG0000082.1	OG0001028.24
-2.5640514351394663	-1.2419527181667664	-2.8064174749183515	-2.3800705758839222	-2.1240627035336246
OG0000054.0	OG0000975.0	OG0001848.0	OG0000473.17
-1.5576668766702486	-2.20157615452214	-2.3168874781868323	-2.2618807112174233
OG0001258.24	OG0000494.1	OG0014670.4	OG0001253.24	OG0000006.561
-3.339053133989301	-1.3386152238202416	-2.7169079418249527	-2.6601784950766576	-1.4663369871769107
OG0000054.0	OG0000935.24	OG0001583.18	OG0001436.24	OG0016210.4
-1.5576668766702486	-2.2677742231246545	-1.9013109559086716	-2.2440015162022933	-2.7340830856330847
OG0000007.976	OG0001101.24	OG0001492.24	OG0001371.24
-1.3154505308161575	-2.545402943465451	-2.4528463411874313	-2.2155797753822157
OG0015380.0	OG0000822.0	OG0000032.252	OG0001945.2	OG0000677.1
-2.5403585500713883	-1.8921782440871464	-1.542458237592193	-1.7908586021614084	-2.0631076980109504
OG0000054.0	OG0002095.0	OG0007631.4	OG0001057.24	OG0001724.10
-1.5576668766702486	-1.9674759343078005	-2.4949220852483855	-3.2529134169721816	-2.023269779322847
