OG0006804.0	OG0004464.0	OG0000027.457	OG0004617.12	OG0000692.0	OG0000019.257	OG0000177.8	OG0002252.0	OG0006400.2	OG0001698.26	OG0009883.5	OG0004338.2	OG0001643.24	OG0004324.0	OG0000606.2	OG0001967.0	OG0000835.7	OG0004710.2	OG0002346.16	OG0000038.0	OG0000027.1	OG0004835.2	OG0001566.2	OG0000471.2	OG0012896.0	OG0000107.44
-2.0344557997682955	-1.6241542753321765	-2.107803289534515	-3.1532860593285235	-1.613520111403766	-1.7918573526622783	-2.107803289534515	-2.005782352594006	-3.5225920697297517	-2.947305888696155	-3.0576919438438153	-2.2926519125167304	-3.330537769639225	-2.607352856035737	-2.356236145662658	-1.9329120351988534	-2.5803532474685666	-3.2419527181667664	-2.321206927643708	-1.8817731862070524	-1.7403358160513485	-3.0150825945730797	-2.0445383960764985	-2.7553564542606015	-2.3140150132440978	-1.6663472852345864
OG0004966.0	OG0007838.0	OG0000749.2	OG0000010.475	OG0000806.27	OG0001829.22	OG0004857.5	OG0002590.0	OG0000350.8	OG0001707.6	OG0003818.6	OG0000834.30	OG0000486.2	OG0002149.0	OG0004215.0	OG0000088.3	OG0000713.24	OG0000310.18	OG0000269.0	OG0006493.0	OG0004458.0	OG0011403.0	OG0011456.0	OG0012961.6	OG0001453.1	OG0000012.918
-1.9768156307517366	-2.77595972578207	-2.240588467435424	-1.5407782431771522	-2.1500807813140215	-2.3584539709124765	-3.012751907408848	-2.3978282092466205	-1.4568010998066674	-2.0017322736212373	-1.917569900054051	-2.2997378552532965	-1.8349563505169555	-2.1539279703695424	-2.240247606231029	-1.6936210892890369	-2.4223657347326695	-1.6157291074575852	-2.168771306825942	-1.6723126358239528	-2.053493701310979	-2.4619585466663363	-1.6170561304310094	-2.127210631993763	-2.2549778509627356	-1.4031602455622152
OG0002557.50	OG0000011.866	OG0000119.0	OG0000125.49	OG0005669.0	OG0007729.4	OG0001538.6	OG0011465.0	OG0000349.0	OG0001074.2	OG0004376.0	OG0005872.0	OG0000529.60	OG0008934.0	OG0000026.45	OG0004736.6	OG0002000.0	OG0007046.0	OG0002219.0	OG0000310.18	OG0000442.2	OG0006745.0	OG0002825.0	OG0000359.28	OG0004470.0	OG0001266.28
-2.747099971299919	-1.3733272473940066	-2.414268267034073	-2.512925319948276	-2.4336231996788755	-1.6624601578025762	-2.0362299689292374	-2.2573900969054144	-2.286304185156641	-3.343805700315292	-2.637558165874356	-3.8140066299300344	-2.6047177958677667	-1.9697345571423308	-1.1872142911325638	-2.207894294337095	-2.065521241093117	-2.100979090420583	-2.1389180581251153	-1.6157291074575852	-1.386468347082073	-1.5513104482311593	-1.3542061299200063	-1.63464340296952	-1.8426975336810263	-2.217591435072627
OG0004737.6	OG0007495.0	OG0006563.0	OG0004455.4	OG0002310.20	OG0000589.0	OG0000223.2	OG0002118.0	OG0000350.8	OG0000946.1	OG0002852.4	OG0013962.0	OG0000002.1788	OG0000753.0	OG0003611.2	OG0000486.2	OG0010733.0	OG0000310.18	OG0005352.0	OG0000099.0	OG0005487.0	OG0006306.0	OG0000007.976	OG0001959.2	OG0000662.1	OG0000225.48
-2.703219582573575	-2.8395960741399864	-3.1225541341655414	-2.8900377466011817	-2.230397501766746	-1.6208226711091924	-1.6095524220066895	-1.618384375153546	-1.4568010998066674	-2.1240627035336246	-2.188693388530219	-2.674383325178396	-1.3932735249871873	-2.233786498018345	-2.4402634755670176	-1.8349563505169555	-1.5784131268372943	-1.6157291074575852	-2.1456053222468996	-1.190667880226499	-3.0948031604374364	-1.9822205874387653	-1.3154505308161575	-2.100360306348953	-2.3025820060825506	-1.5307391533840016
OG0003988.1	OG0006215.0	OG0011151.0	OG0000986.24	OG0000009.921	OG0005672.0	OG0000292.93	OG0007822.0	OG0000710.0	OG0000558.24	OG0000239.0	OG0001525.51	OG0000753.0	OG0000731.0	OG0000012.918	OG0000889.0	OG0000126.1	OG0007439.0	OG0000269.0	OG0005967.2	OG0005764.0	OG0007485.0	OG0002882.0	OG0004811.0	OG0000112.0	OG0000225.48
-1.7690592238760594	-2.1354275372428675	-2.1202942337177118	-2.2567004721117434	-1.4908615842822894	-1.5851067774392011	-1.802134608646262	-2.085588555718989	-1.9825056205407274	-2.072482753801524	-1.7107557148433576	-2.492484413520771	-2.233786498018345	-2.687799537362322	-1.4031602455622152	-2.1504009888485487	-2.02297657841931	-2.168771306825942	-2.168771306825942	-1.5502537609789908	-2.6241542753321765	-1.4538340149720796	-1.8854997068348074	-2.0886535558964283	-1.2012443860853812	-1.5307391533840016
OG0001447.24	OG0003203.2	OG0000125.49	OG0002166.0	OG0000986.24	OG0000059.133	OG0000010.475	OG0000121.128	OG0002615.8	OG0009870.9	OG0005666.2	OG0006461.4	OG0000265.0	OG0007264.0	OG0002009.0	OG0004847.6	OG0004841.20	OG0004494.1	OG0000139.0	OG0006176.0	OG0014705.5	OG0004614.0	OG0000090.24	OG0008523.2	OG0004981.2	OG0000699.1	OG0000054.0
-1.8119789485830515	-2.0606981859003164	-2.512925319948276	-1.5676819330504765	-2.2567004721117434	-1.6188273952832024	-1.5407782431771522	-2.13384372432621	-1.9105018491608974	-2.3628998759436683	-1.5245000127350494	-3.095419565078682	-2.897543423349266	-2.5786285669991056	-3.0362299689292374	-2.218262612121666	-2.67116353577046	-2.3244550229164016	-1.5587290095614008	-3.1739702135002608	-1.8825709164131055	-2.4104282460262545	-1.3778192957794075	-1.6854774782083852	-2.1584293626044833	-2.0606981859003164	-1.5576668766702486
OG0000927.0	OG0005073.0	OG0012875.0	OG0003400.52	OG0000256.24	OG0004993.2	OG0000265.0	OG0001020.31	OG0000187.1	OG0001208.24	OG0000154.2	OG0004501.15	OG0000026.45	OG0010624.0	OG0003521.2	OG0006800.0	OG0012986.3	OG0004451.2	OG0000228.54	OG0000090.24	OG0005685.0	OG0001326.24	OG0001097.24	OG0005764.0	OG0000739.15	OG0004687.0	OG0000006.561
-1.9417527831453374	-1.8635460907313492	-2.8064174749183515	-2.404687311109277	-1.3681041409461958	-2.2834919132312543	-2.897543423349266	-2.3280726151852633	-1.5274082542630671	-2.2460532279122347	-1.5864059175908252	-2.4320652135221836	-1.1872142911325638	-3.564136753749792	-2.3580840965248875	-1.6864058534276087	-2.6429547870331924	-2.2440015162022933	-1.3025820060825506	-1.3778192957794075	-1.7413001844300975	-2.3029379195026087	-2.15200309344505	-2.6241542753321765	-1.9759640645444907	-1.917569900054051	-1.4663369871769107
OG0000245.24	OG0000675.1	OG0003865.0	OG0001128.24	OG0000032.252	OG0000121.14	OG0000007.3	OG0001812.2	OG0002449.21	OG0000494.1	OG0002991.24	OG0005709.0	OG0014720.2	OG0000264.1	OG0003696.0	OG0015346.0	OG0003939.0	OG0004460.9	OG0008176.2	OG0001236.24	OG0003156.4	OG0000013.2	OG0000169.16	OG0000001.2899	OG0009793.2	OG0008978.2	OG0000074.152
-1.367731784500487	-2.365127976835786	-2.5803532474685666	-2.5203555254237644	-1.542458237592193	-2.4188898247744506	-1.4564051357473986	-2.76219157045438	-1.78413506084676	-1.3386152238202416	-1.8836352433082157	-1.5777669993169523	-1.7249929525001302	-2.5708929182195006	-2.1231196628370834	-4.004739817290861	-1.39744810252834	-2.462753639020927	-2.25635578329374	-2.691522623405039	-2.4158071418902627	-1.2726458463191588	-1.6402539530945293	-1.6248215204103875	-1.3742619380913523	-2.914847319436862	-1.6375581658743559
OG0000245.24	OG0001454.24	OG0001046.24	OG0001202.24	OG0011143.10	OG0000750.0	OG0003258.3	OG0005626.0	OG0000121.14	OG0003224.12	OG0000223.2	OG0006226.0	OG0007725.0	OG0000048.325	OG0000015.1	OG0001100.24	OG0005679.1	OG0000392.72	OG0000228.54	OG0000343.0	OG0005615.0	OG0003875.2	OG0005145.0	OG0000007.976	OG0003775.0	OG0011373.0	OG0000012.918
-1.367731784500487	-2.7055703978906718	-1.7022803279564873	-1.7458897581252792	-1.8598757760909297	-2.3118644115426648	-2.379319758775699	-2.160685336544851	-2.4188898247744506	-3.4671344968936753	-1.6095524220066895	-2.1831136259850807	-2.8221459747400504	-3.139235797371172	-1.0081017984969645	-2.1012885820105054	-1.8577826381961766	-2.5916142085935863	-1.3025820060825506	-1.9584766378156495	-1.9879319766909096	-2.8165452458250577	-3.801078444479287	-1.3154505308161575	-1.951205819739195	-2.5541885593417843	-1.4031602455622152
OG0008204.0	OG0010713.2	OG0000339.0	OG0003980.9	OG0004678.12	OG0001020.31	OG0000661.3	OG0002821.0	OG0005245.10	OG0001425.1	OG0004564.10	OG0000026.45	OG0000196.0	OG0000239.0	OG0000276.72	OG0006954.0	OG0004451.2	OG0016041.2	OG0000269.0	OG0000435.0	OG0013513.2	OG0000431.12	OG0001913.2	OG0004695.0	OG0000007.976	OG0002136.0	OG0013992.0
-2.0985055449524253	-3.3447580951972355	-2.0908029370083128	-2.068241312155092	-2.3408061050930518	-2.3280726151852633	-1.9183876771421102	-2.576905945850098	-2.110915901401851	-2.3628998759436683	-2.0083919916068416	-1.1872142911325638	-1.1752728727678972	-1.7107557148433576	-2.1584293626044833	-2.1202942337177118	-2.2440015162022933	-4.3907745643671365	-2.168771306825942	-2.039784866105864	-2.446148031818874	-1.708867987991247	-1.9632505235721318	-1.7238011349677584	-1.3154505308161575	-2.147202107181229	-2.4223657347326695
OG0002954.0	OG0003777.2	OG0010531.2	OG0003622.40	OG0000349.0	OG0000278.126	OG0020532.0	OG0000279.0	OG0000728.24	OG0002128.0	OG0000350.8	OG0001557.1	OG0008934.0	OG0000154.2	OG0001156.1	OG0000026.45	OG0000000.3460	OG0003176.17	OG0000011.1	OG0007795.0	OG0001844.24	OG0002113.0	OG0005494.2	OG0003828.1	OG0006370.4	OG0006122.0	OG0005298.1
-2.437525541903675	-1.9034682573063713	-2.5487756978733103	-3.8666995237702233	-2.286304185156641	-2.545402943465451	-1.8499603072258468	-1.8018830708475446	-1.4406550334581139	-1.7529231680691826	-1.4568010998066674	-1.6615470596449509	-1.9697345571423308	-1.5864059175908252	-2.0516981876493645	-1.1872142911325638	-2.1694201465224596	-2.145924537878446	-1.347949534477697	-1.884434004078397	-2.7973628738101626	-1.8277685311745187	-2.7480688733114134	-2.2022399203681666	-1.8028894852873039	-2.3551285102601587	-2.9691695698467258
OG0001439.24	OG0000011.866	OG0007549.0	OG0000497.40	OG0000043.242	OG0000046.1	OG0003247.1	OG0001221.1	OG0000575.28	OG0002286.10	OG0009939.0	OG0003578.0	OG0000056.0	OG0001553.14	OG0002968.0	OG0006688.0	OG0000196.0	OG0002769.24	OG0000228.54	OG0005090.0	OG0012241.6	OG0000018.1	OG0005677.3	OG0010617.4	OG0000323.43	OG0003028.0
-2.4219791086976907	-1.3733272473940066	-2.4297313844218773	-2.4394806784556318	-1.1639142882975944	-1.8293057663129169	-2.3857141938809536	-1.9342898359347342	-1.9850734557618972	-1.5170484866326899	-2.0634091701760617	-1.2632652555088026	-1.357714316940423	-2.475535074035002	-2.03268380973072	-1.7197563041339832	-1.1752728727678972	-1.6443071024337756	-1.3025820060825506	-1.9666298615394082	-2.8831029817117377	-1.5678957765313228	-2.023269779322847	-2.814513995871922	-2.67853364140747	-3.22431729826094
OG0000987.19	OG0001998.0	OG0006004.0	OG0004703.4	OG0000214.0	OG0004971.4	OG0000018.289	OG0006453.1	OG0006833.2	OG0003326.0	OG0000006.1	OG0001219.24	OG0000060.0	OG0001664.2	OG0007218.0	OG0006713.0	OG0000317.0	OG0001776.0	OG0000228.54	OG0001666.14	OG0004646.10	OG0000310.18	OG0000169.16	OG0004379.8	OG0001653.23	OG0000012.918
-1.8494403234246188	-2.144329165559629	-1.7908586021614084	-2.4023973185000735	-1.4204336398397874	-2.140825544133565	-1.58337640836713	-2.7631706645136003	-2.192974874501356	-1.3036500098630126	-1.8084373492992443	-2.886299500835272	-1.3061450976464348	-1.966347947510003	-2.3906232512366934	-2.079173172811086	-1.6574452545226799	-2.0121698234627274	-1.3025820060825506	-2.0516981876493645	-2.1857367086002184	-1.6157291074575852	-1.6402539530945293	-1.703219582573575	-2.0133342263030864	-1.4031602455622152
OG0002296.2	OG0000011.866	OG0006283.0	OG0001646.1	OG0014535.2	OG0003197.4	OG0003821.20	OG0000198.0	OG0000160.4	OG0016966.0	OG0004934.6	OG0004836.2	OG0001260.24	OG0005289.4	OG0000831.11	OG0000000.3	OG0001031.24	OG0000176.0	OG0000090.24	OG0003253.52	OG0002869.0	OG0000310.18	OG0003396.26	OG0000307.20	OG0004622.6	OG0000006.561	OG0000917.1
-2.5559690888416076	-1.3733272473940066	-2.5657587667480635	-2.119353652325563	-3.460052110920283	-1.8318714704230512	-2.6864058534276087	-1.386091221203337	-1.5153978056277968	-3.2667324406452374	-2.9126729482025246	-2.511279347104716	-3.130365444186607	-2.3179661287349407	-2.567468121261884	-2.0391917746110204	-2.4949220852483855	-1.873555700275309	-1.3778192957794075	-2.364384894130257	-2.187378560422908	-1.6157291074575852	-1.5717503892943052	-1.1504009888485485	-3.3586019472232773	-1.4663369871769107	-2.996541680227589
OG0000675.1	OG0005115.3	OG0002876.0	OG0000749.2	OG0000953.26	OG0007617.0	OG0000000.3428	OG0000429.0	OG0003819.2	OG0000018.289	OG0006490.14	OG0000026.45	OG0001993.0	OG0000018.842	OG0001844.24	OG0000923.0	OG0003754.0	OG0003843.12	OG0004977.0	OG0000116.0	OG0008496.8	OG0001229.1	OG0012188.0	OG0000584.0	OG0002050.0	OG0001467.10	OG0006077.4
-2.365127976835786	-2.0730896932471135	-2.753409497094819	-2.240588467435424	-2.7398538734910325	-2.0920325940534683	-2.5649048483799026	-1.886299500835272	-2.8614476248473513	-1.58337640836713	-2.715959736045904	-1.1872142911325638	-2.5504650365217114	-1.4707287562940685	-2.7973628738101626	-1.6228207102633614	-2.1574635954987613	-2.346664773208869	-1.8316146945852478	-1.732164607902385	-2.8515213840680325	-2.5666131908422645	-3.0115879742752116	-1.8463243502027624	-1.9702997657845802	-1.8406291533397972	-3.0534937013109786
OG0000334.9	OG0002487.0	OG0000953.26	OG0006461.4	OG0000009.921	OG0014840.0	OG0000097.1	OG0006166.2	OG0000226.4	OG0005315.0	OG0006948.0	OG0006142.4	OG0005696.4	OG0000018.842	OG0001220.24	OG0001029.24	OG0000442.2	OG0000099.0	OG0002556.2	OG0002262.0	OG0012188.0	OG0008254.2	OG0000230.58	OG0009039.2	OG0000006.561	OG0001630.0	OG0001653.23
-2.089267338097087	-3.320486120713456	-2.7398538734910325	-3.095419565078682	-1.4908615842822894	-2.5344956303704946	-2.030619235058392	-1.87514253274424	-1.5361683204603513	-3.291945228671648	-2.4016347946763554	-1.6964238003033594	-2.107181572204967	-1.4707287562940685	-1.5583040625654305	-1.907521912799615	-1.386468347082073	-1.190667880226499	-1.9086048139883	-2.2202780187929276	-3.0115879742752116	-2.25773503295987	-1.4121549907457225	-1.715959736045904	-1.4663369871769107	-2.141143703808664	-2.0133342263030864
OG0000010.475	OG0003098.12	OG0017989.0	OG0000429.0	OG0000046.1	OG0001815.3	OG0005729.2	OG0002023.0	OG0000110.3	OG0006483.2	OG0003172.0	OG0001626.24	OG0003974.4	OG0002125.0	OG0005644.0	OG0000042.23	OG0000013.2	OG0003229.0	OG0000269.0	OG0000483.0	OG0002334.0	OG0000307.20	OG0005091.0	OG0003649.6	OG0006136.0	OG0007429.0	OG0004398.0
-1.5407782431771522	-2.506762580799785	-1.0124608360791227	-1.886299500835272	-1.8293057663129169	-2.6295008967976545	-2.1475216763576133	-2.0570914464195833	-1.5002178798526882	-2.1577854460390564	-2.15072126746922	-1.8577826381961766	-1.99136969485656	-2.225666241828959	-2.2997378552532965	-2.6538089702009304	-1.2726458463191588	-3.4863273498680676	-2.168771306825942	-2.055891200892045	-2.0688464694797744	-1.1504009888485485	-1.6104331882372744	-3.059494937256015	-2.3093594213843067	-1.6194921806605542	-1.2209504471625414
OG0002453.0	OG0000747.2	OG0006147.3	OG0001936.0	OG0000893.3	OG0000364.1	OG0000121.128	OG0001321.26	OG0000142.14	OG0002153.0	OG0009030.0	OG0011170.0	OG0002408.0	OG0004740.12	OG0001525.51	OG0000261.0	OG0006821.0	OG0004479.1	OG0000192.0	OG0000099.0	OG0002882.0	OG0005615.0	OG0017859.0	OG0003385.20	OG0000012.918	OG0000054.0
-1.5864059175908252	-3.4408116863754605	-1.5846739905630327	-2.855170479161191	-1.6295008967976548	-1.795358434389579	-2.13384372432621	-1.9189331195081119	-1.5525794954095031	-2.248793390257147	-2.3408061050930518	-2.76219157045438	-2.5121020987899114	-2.151362038095294	-2.492484413520771	-1.837532132384696	-3.058292691319033	-2.49817873457909	-1.5657587667480637	-1.190667880226499	-1.8854997068348074	-1.9879319766909096	-2.1909972250609138	-1.9788045754855104	-1.4031602455622152	-1.5576668766702486
OG0002954.0	OG0000125.49	OG0005128.2	OG0005922.6	OG0000010.475	OG0000121.128	OG0001848.0	OG0000429.0	OG0002019.0	OG0001829.22	OG0000338.41	OG0000009.921	OG0005847.4	OG0005963.0	OG0008673.0	OG0001185.1	OG0002485.15	OG0003623.8	OG0001103.24	OG0000239.0	OG0002366.0	OG0004977.0	OG0000035.64	OG0012741.0	OG0000453.2	OG0003327.0
-2.437525541903675	-2.512925319948276	-1.6210445388590935	-2.7695510237924936	-1.5407782431771522	-2.13384372432621	-2.3168874781868323	-1.886299500835272	-2.446148031818874	-2.3584539709124765	-1.7690592238760594	-1.4908615842822894	-2.1449671027979202	-1.6234873387115205	-2.3375210295767483	-1.9279628192271199	-2.25635578329374	-1.9556758311877986	-2.544981903030275	-1.7107557148433576	-1.8635460907313492	-1.8316146945852478	-1.6321816563938067	-2.1707187020024685	-2.026205070347394	-1.70509992828243
OG0000245.24	OG0001454.24	OG0000011.866	OG0000426.5	OG0010608.0	OG0000766.0	OG0000223.2	OG0001404.24	OG0003846.1	OG0008058.3	OG0000958.3	OG0000350.8	OG0003623.8	OG0005514.0	OG0000276.72	OG0004323.9	OG0000002.1788	OG0002769.24	OG0003572.14	OG0022268.0	OG0000455.62	OG0000885.24	OG0013902.0	OG0000035.64	OG0000435.0	OG0004475.8	OG0004219.22
-1.367731784500487	-2.7055703978906718	-1.3733272473940066	-1.9132162338579333	-2.39744810252834	-2.0540927027897475	-1.6095524220066895	-2.2997378552532965	-3.5582615747492885	-3.636750411001284	-1.6585834755212776	-1.4568010998066674	-1.9556758311877986	-2.0469210473874924	-2.1584293626044833	-1.8852332073344857	-1.3932735249871873	-1.6443071024337756	-2.319045586354241	-2.2856006030695974	-2.5803532474685666	-1.9953907467474106	-1.307929948846363	-1.6321816563938067	-2.039784866105864	-2.675765437729469	-2.61705613043101
OG0007495.0	OG0000109.0	OG0000953.26	OG0004840.3	OG0000265.0	OG0007282.8	OG0000338.41	OG0010583.4	OG0005229.4	OG0007054.1	OG0001137.24	OG0000056.0	OG0000139.0	OG0000196.0	OG0000731.0	OG0000726.25	OG0010685.0	OG0001938.0	OG0003769.4	OG0004557.0	OG0000180.0	OG0000006.561	OG0002335.4	OG0014858.0	OG0001214.2	OG0007618.0	OG0003028.0
-2.8395960741399864	-1.6975932054422744	-2.7398538734910325	-2.380821783940931	-2.897543423349266	-1.720707009302416	-1.7690592238760594	-3.9713176996881256	-2.229044129208878	-1.9094175236375577	-2.1357445085812596	-1.357714316940423	-1.5587290095614008	-1.1752728727678972	-2.687799537362322	-1.7648856796236427	-1.6066936396473472	-2.3335160691625743	-1.8905725733138459	-1.7379277116015897	-1.341171575656346	-1.4663369871769107	-2.366987359798269	-1.4018253878519928	-2.0368218438261088	-2.16682653676166	-3.22431729826094
OG0003732.8	OG0000334.9	OG0000043.242	OG0002310.20	OG0003097.12	OG0000420.0	OG0000575.28	OG0011940.0	OG0000226.4	OG0005315.0	OG0000047.282	OG0000002.1788	OG0012913.2	OG0005098.0	OG0000797.20	OG0012750.0	OG0005765.0	OG0004479.1	OG0001999.0	OG0002718.4	OG0001241.24	OG0000516.6	OG0000007.976	OG0001247.24	OG0001851.13	OG0008181.8
-3.1791879227712805	-2.089267338097087	-1.1639142882975944	-2.230397501766746	-2.370340300072608	-1.712645914970793	-1.9850734557618972	-2.2997378552532965	-1.5361683204603513	-3.291945228671648	-2.4104282460262545	-1.3932735249871873	-4.033983056242843	-3.0081017984969645	-2.1050076690304853	-2.089267338097087	-2.387600316571993	-2.49817873457909	-2.056491198838264	-2.713591944539701	-2.0525956651531994	-2.3834540967489315	-1.3154505308161575	-2.5559690888416076	-2.087426774325152	-2.9029286294560968
OG0007208.0	OG0010698.0	OG0000032.252	OG0000749.2	OG0003304.0	OG0000536.32	OG0003568.0	OG0001191.24	OG0000746.0	OG0008128.0	OG0000009.921	OG0010772.2	OG0006142.4	OG0000239.0	OG0007401.0	OG0004837.2	OG0001640.7	OG0000176.0	OG0000169.16	OG0000771.24	OG0000442.2	OG0000010.64	OG0004807.4	OG0001491.1	OG0002047.0	OG0005378.12
-4.503077533991928	-2.158751428693752	-1.542458237592193	-2.240588467435424	-1.6170561304310094	-1.352731546895617	-1.656535323845471	-2.222296244872902	-2.053493701310979	-3.5400228834712495	-1.4908615842822894	-2.5623461216538077	-1.6964238003033594	-1.7107557148433576	-2.360304766600418	-2.3940316411585414	-2.692921261460185	-1.873555700275309	-1.6402539530945293	-2.1165355818976774	-1.386468347082073	-1.4568010998066674	-2.0297353209854716	-2.1642375813053087	-2.127210631993763	-3.0782590139204995
OG0004533.8	OG0000011.866	OG0000598.0	OG0007178.0	OG0004840.3	OG0000902.24	OG0000513.32	OG0000043.242	OG0008431.6	OG0005212.2	OG0000228.35	OG0000001.1420	OG0000350.8	OG0003424.0	OG0002852.4	OG0000828.16	OG0003565.14	OG0016921.0	OG0000473.17	OG0000483.0	OG0000435.0	OG0003671.2	OG0000646.28	OG0000204.2	OG0006916.0	OG0003987.6	OG0001649.0
-1.0968074392029254	-1.3733272473940066	-2.0	-2.049904905826314	-2.380821783940931	-2.950090477556942	-1.3955490696874837	-1.1639142882975944	-3.5422901500886947	-1.8468432119385798	-2.738409011035875	-1.3147325934831586	-1.4568010998066674	-1.5116906642966368	-2.188693388530219	-1.7558436043718955	-2.499809820158018	-1.6241542753321765	-2.2618807112174233	-2.055891200892045	-2.039784866105864	-1.6620035364849841	-4.136949635194031	-2.006941609418847	-2.9340141705014147	-2.887366583014755	-2.473530495359169
OG0002909.2	OG0003051.0	OG0006875.0	OG0004621.4	OG0006417.0	OG0001408.24	OG0000007.585	OG0000001.1420	OG0007883.4	OG0000661.3	OG0009105.2	OG0011305.0	OG0000160.4	OG0007175.0	OG0000011.1	OG0000239.0	OG0006550.0	OG0000047.282	OG0000974.2	OG0003974.4	OG0007385.6	OG0008980.7	OG0000310.18	OG0003322.8	OG0000599.0	OG0001959.2	OG0001234.24
-1.947305888696155	-2.3378856687903387	-2.566185915541973	-4.04572922985512	-2.5319902259071676	-2.8953949567706894	-1.347215245091244	-1.3147325934831586	-2.045729229855121	-1.9183876771421102	-2.887900420223765	-2.5153978056277966	-1.5153978056277968	-1.9436939396681234	-1.347949534477697	-1.7107557148433576	-3.326479756903433	-2.4104282460262545	-2.464345139503214	-1.99136969485656	-2.6850135145314846	-1.7529231680691826	-1.6157291074575852	-1.878321443411748	-1.7269019108215087	-2.100360306348953	-1.997693532616831
OG0009006.0	OG0004725.0	OG0011166.2	OG0005082.2	OG0000302.34	OG0006873.3	OG0000513.32	OG0000001.1420	OG0002442.0	OG0011300.1	OG0003381.2	OG0011940.0	OG0005437.0	OG0006963.0	OG0000941.24	OG0022278.0	OG0000228.54	OG0000246.0	OG0000169.16	OG0000771.24	OG0000192.0	OG0000010.64	OG0000854.30	OG0003385.20	OG0001851.13	OG0001699.1	OG0000054.0
-2.7923569873134677	-2.248107861595691	-3.22431729826094	-1.8609234849538883	-1.9584766378156495	-2.8385637341740133	-1.3955490696874837	-1.3147325934831586	-1.9885043611621707	-2.1989241408325424	-1.5491978471201813	-2.2997378552532965	-2.378569332209552	-1.5799218840206262	-1.9907961726701602	-4.098381978934544	-1.3025820060825506	-1.7636604608316264	-1.6402539530945293	-2.1165355818976774	-1.5657587667480637	-1.4568010998066674	-2.4058336719490043	-1.9788045754855104	-2.087426774325152	-2.937878288092203	-1.5576668766702486
OG0004623.10	OG0002087.0	OG0006748.0	OG0000032.252	OG0000349.0	OG0002778.0	OG0001383.24	OG0001081.24	OG0001430.24	OG0012659.0	OG0006103.0	OG0005176.0	OG0000828.16	OG0000047.282	OG0005095.4	OG0001528.16	OG0000658.0	OG0001776.0	OG0002511.6	OG0000035.64	OG0011368.6	OG0000007.976	OG0000204.2	OG0004162.14	OG0004134.8	OG0000112.0
-2.646563782138217	-2.324816374212189	-2.0576919438438153	-1.542458237592193	-2.286304185156641	-2.7461317195582806	-1.6764569908501112	-2.3827015171591537	-1.8270005274082377	-2.9489759969755336	-2.798868033092113	-2.2775339755289092	-1.7558436043718955	-2.4104282460262545	-2.5773364083449786	-1.2354839862020475	-2.0493076402243706	-2.0121698234627274	-2.196938324908699	-1.6321816563938067	-3.5937028011275864	-1.3154505308161575	-2.006941609418847	-1.3266244895521186	-2.0034666297197794	-1.2012443860853812
OG0000616.40	OG0000604.1	OG0003522.2	OG0006758.10	OG0005133.0	OG0006003.0	OG0005299.0	OG0000226.4	OG0001366.26	OG0000056.0	OG0001406.24	OG0000207.240	OG0000923.0	OG0003914.5	OG0007467.0	OG0000831.11	OG0001501.1	OG0000090.24	OG0003318.1	OG0000039.0	OG0000169.16	OG0004557.0	OG0003833.22	OG0013981.0	OG0000120.105	OG0002558.0	OG0000001.425
-1.7996212020159736	-2.0991235338421013	-2.646563782138217	-2.741782610463982	-1.5623461216538077	-1.432843996289213	-2.0528949484321255	-1.5361683204603513	-1.9002335137070705	-1.357714316940423	-2.465938397578882	-2.026498928183401	-1.6228207102633614	-2.5403585500713883	-1.9902228783884701	-2.567468121261884	-2.7928567950582512	-1.3778192957794075	-2.6447581560691176	-1.3222888137393203	-1.6402539530945293	-1.7379277116015897	-2.343732465205711	-2.9867878885731494	-1.4847921809641793	-1.9830758557421786	-1.2827897009804041
OG0000125.49	OG0000927.0	OG0000109.0	OG0000010.475	OG0003522.2	OG0002044.0	OG0001401.24	OG0000121.14	OG0000320.0	OG0005889.4	OG0011421.0	OG0004821.2	OG0002145.0	OG0015200.2	OG0006549.0	OG0000018.842	OG0013927.0	OG0000176.0	OG0002199.2	OG0000192.0	OG0004986.0	OG0005689.4	OG0005399.4	OG0005250.2	OG0004134.8	OG0000012.918	OG0000926.24
-2.512925319948276	-1.9417527831453374	-1.6975932054422744	-1.5407782431771522	-2.646563782138217	-2.7587699644845545	-2.0505024187944283	-2.4188898247744506	-2.3072157433659903	-2.47513393541407	-2.0174170530774096	-2.389866923543938	-2.374074951500346	-3.1228054528737617	-2.3823253745313187	-1.4707287562940685	-3.9159357352115256	-1.873555700275309	-2.9159357352115256	-1.5657587667480637	-1.5403585500713883	-3.1923153567568927	-1.5728229453179	-4.171888402113209	-2.0034666297197794	-1.4031602455622152	-2.7923569873134677
OG0000548.29	OG0001316.24	OG0000074.152	OG0004571.0	OG0000575.28	OG0000160.4	OG0010655.2	OG0000467.0	OG0000060.0	OG0000034.305	OG0000318.0	OG0009963.2	OG0002852.4	OG0001168.24	OG0005077.4	OG0001204.24	OG0000082.1	OG0008603.0	OG0004771.0	OG0004687.0	OG0006136.0	OG0006739.0	OG0012761.0	OG0002185.6	OG0000006.561	OG0005071.2
